engine_capacity,insurance,transmission_type,kms_driven,owner_type,fuel_type,seats,body_type,city,mileage_numeric,car_age,price_in_lakhs,brand,model
1197.0,Third Party insurance,Manual,10000.0,First Owner,Petrol,5,Hatchback,Kolkata,18.9,7,4.9,Hyundai,Grand
1198.0,Comprehensive,Manual,44890.0,First Owner,Petrol,5,Sedan,Kolkata,18.0,9,3.7,Honda,Amaze
1197.0,Comprehensive,Manual,96609.0,Second Owner,Petrol,5,Hatchback,Kolkata,18.5,9,1.43,Maruti,Ritz
814.0,Comprehensive,Manual,21477.0,Third Owner,Petrol,5,Hatchback,Kolkata,21.1,9,2.14,Hyundai,EON
998.0,Zero Dep,Manual,14425.0,First Owner,Petrol,5,Hatchback,Kolkata,24.97,9,6.58,Maruti,Celerio
998.0,Comprehensive,Automatic,50714.0,First Owner,Petrol,5,Hatchback,Kolkata,26.68,9,3.3,Maruti,Celerio
1197.0,Third Party insurance,Manual,8347.0,First Owner,Petrol,5,Hatchback,Kolkata,22.38,9,4.49,Maruti,Swift
1197.0,Third Party insurance,Manual,52549.0,First Owner,Petrol,5,Hatchback,Kolkata,18.9,9,3.62,Hyundai,Grand
1197.0,Comprehensive,Manual,10118.0,First Owner,Petrol,5,Hatchback,Kolkata,22.38,9,6.09,Maruti,Swift
998.0,Comprehensive,Manual,11768.0,First Owner,Petrol,5,Hatchback,Kolkata,21.7,9,4.28,Maruti,S-Presso
1199.0,Comprehensive,Manual,24977.0,First Owner,Petrol,5,Hatchback,Kolkata,23.84,9,3.16,Tata,Tiago
1197.0,Comprehensive,Automatic,10667.0,First Owner,Petrol,5,Hatchback,Kolkata,20.52,9,5.88,Maruti,Wagon
1197.0,Comprehensive,Manual,81575.0,First Owner,Petrol,5,Hatchback,Kolkata,20.36,9,2.24,Hyundai,i10
1999.0,Third Party insurance,Automatic,30000.0,First Owner,Petrol,5,Sedan,Kolkata,14.62,7,14.0,Hyundai,Elantra
999.0,Third Party insurance,Automatic,20000.0,First Owner,Petrol,5,SUV,Kolkata,18.24,3,10.5,Renault,Kiger
1591.0,Third Party insurance,Manual,60000.0,First Owner,Petrol,5,SUV,Kolkata,15.29,10,5.5,Hyundai,Creta
1198.0,Third Party insurance,Manual,90000.0,Second Owner,Petrol,5,Hatchback,Kolkata,16.47,11,2.9,Volkswagen,Polo
1061.0,Third Party insurance,Manual,50000.0,Second Owner,Petrol,5,Hatchback,Kolkata,19.5,16,1.2,Maruti,Estilo
1399.0,Third Party insurance,Manual,150000.0,First Owner,Diesel,5,Sedan,Kolkata,19.68,12,2.0,Ford,Fiesta
998.0,Third Party insurance,Manual,5870.0,First Owner,CNG,5,Hatchback,Kolkata,34.05,9,7.01,Maruti,Wagon
1197.0,Third Party insurance,Manual,26080.0,First Owner,Petrol,5,Hatchback,Kolkata,18.9,9,3.6,Hyundai,Grand
998.0,Third Party insurance,Manual,76672.0,Third Owner,Petrol,5,Hatchback,Kolkata,18.9,9,1.45,Maruti,Wagon
1198.0,Third Party insurance,Manual,66000.0,Second Owner,Petrol,5,SUV,Kolkata,18.15,9,3.5,Mahindra,KUV
1199.0,Comprehensive,Automatic,17252.0,First Owner,Petrol,5,Hatchback,Kolkata,20.09,9,6.72,Tata,Tiago
1197.0,Third Party insurance,Manual,11798.0,First Owner,Petrol,5,Hatchback,Kolkata,20.52,9,5.84,Maruti,Wagon
1086.0,Third Party insurance,Manual,39401.0,First Owner,Petrol,5,Hatchback,Kolkata,19.81,9,2.94,Hyundai,i10
1199.0,Comprehensive,Manual,82322.0,First Owner,Petrol,5,Hatchback,Kolkata,23.84,9,3.74,Tata,Tiago
1197.0,Comprehensive,Manual,80114.0,First Owner,Petrol,5,Hatchback,Kolkata,18.6,9,4.04,Hyundai,i20
1798.0,Third Party insurance,Manual,56722.0,Third Owner,Petrol,5,Sedan,Kolkata,14.53,9,4.07,Toyota,Corolla
814.0,Third Party insurance,Manual,26135.0,First Owner,Petrol,5,Hatchback,Kolkata,21.1,9,2.23,Hyundai,EON
1197.0,Comprehensive,Automatic,14141.0,Third Owner,Petrol,5,Hatchback,Kolkata,21.4,9,5.13,Maruti,Baleno
1197.0,Third Party insurance,Automatic,40000.0,Second Owner,Petrol,5,Hatchback,Kolkata,18.9,9,4.4,Hyundai,Grand
2993.0,Third Party insurance,Automatic,40000.0,First Owner,Diesel,5,SUV,Kolkata,16.55,9,24.8,BMW,X3
2982.0,Third Party insurance,Automatic,90000.0,First Owner,Diesel,7,SUV,Kolkata,12.55,9,16.5,Toyota,Fortuner
1395.0,Third Party insurance,Automatic,10000.0,First Owner,Petrol,5,Sedan,Kolkata,19.8,7,18.0,Audi,A3
814.0,Third Party insurance,Manual,20000.0,First Owner,Petrol,5,Hatchback,Kolkata,21.1,8,1.6,Hyundai,EON
796.0,Third Party insurance,Manual,50000.0,Second Owner,Petrol,5,Hatchback,Kolkata,22.74,10,2.3,Maruti,Alto
1995.0,Third Party insurance,Automatic,70000.0,Second Owner,Diesel,5,Sedan,Kolkata,18.88,10,10.0,BMW,3
1498.0,Third Party insurance,Automatic,10000.0,First Owner,Petrol,5,Sedan,Kolkata,18.3,4,14.0,Honda,City
1497.0,Comprehensive,Automatic,22990.0,Second Owner,Petrol,5,Sedan,Kolkata,18.0,9,9.71,Honda,City
1462.0,Comprehensive,Manual,48539.0,Second Owner,Petrol,7,MUV,Kolkata,20.51,9,5.93,Maruti,Ertiga
1086.0,Third Party insurance,Manual,65916.0,Third Owner,Petrol,5,Hatchback,Kolkata,18.929993251754546,9,1.47,Hyundai,Santro
1498.0,Comprehensive,Manual,102684.0,First Owner,Diesel,5,Sedan,Kolkata,26.0,9,3.78,Honda,City
1086.0,Third Party insurance,Manual,7019.0,First Owner,Petrol,5,Hatchback,Kolkata,20.3,9,4.62,Hyundai,Santro
1248.0,Third Party insurance,Manual,61530.0,First Owner,Diesel,5,Hatchback,Kolkata,27.39,9,4.79,Maruti,Baleno
2179.0,Third Party insurance,Manual,20697.0,First Owner,Diesel,7,SUV,Kolkata,16.0,9,8.43,Mahindra,XUV500
1462.0,Comprehensive,Manual,3798.0,First Owner,Petrol,5,SUV,Kolkata,20.15,9,9.67,Maruti,Brezza
1197.0,Comprehensive,Manual,40965.0,First Owner,Petrol,5,Hatchback,Kolkata,18.6,9,5.06,Hyundai,i20
1198.0,Third Party insurance,Manual,44639.0,Second Owner,Petrol,5,Hatchback,Kolkata,19.49,9,2.91,Nissan,Micra
2198.0,Third Party insurance,Automatic,50000.0,First Owner,Diesel,7,SUV,Kolkata,12.62,9,17.0,Ford,Endeavour
1199.0,Third Party insurance,Manual,40000.0,First Owner,Petrol,5,SUV,Kolkata,17.5,8,5.7,Honda,WR-V
1399.0,Third Party insurance,Manual,60000.0,First Owner,Petrol,5,Sedan,Kolkata,14.4,17,1.7,Chevrolet,Aveo
1197.0,Third Party insurance,Manual,70000.0,Second Owner,Petrol,5,Hatchback,Kolkata,18.9,11,3.4,Hyundai,Grand
1298.0,Third Party insurance,Manual,100000.0,Second Owner,Petrol,5,Sedan,Kolkata,17.5,14,2.5,Maruti,Swift
1197.0,Third Party insurance,Manual,120000.0,First Owner,Petrol,5,Hatchback,Kolkata,20.36,15,1.7,Hyundai,i10
1197.0,Third Party insurance,Manual,30000.0,First Owner,Petrol,5,Hatchback,Kolkata,21.4,7,5.0,Maruti,Baleno
1086.0,Third Party insurance,Manual,80000.0,First Owner,Petrol,5,Hatchback,Kolkata,17.92,16,1.25,Hyundai,Santro
1197.0,Comprehensive,Manual,63179.0,First Owner,Petrol,5,Hatchback,Kolkata,18.9,9,3.48,Hyundai,Grand
799.0,Third Party insurance,Manual,19715.0,Second Owner,Petrol,5,Hatchback,Kolkata,22.3,9,4.0,Renault,KWID
1198.0,Comprehensive,Manual,93773.0,First Owner,Petrol,5,Sedan,Kolkata,18.0,9,3.02,Honda,Amaze
998.0,Comprehensive,Manual,69331.0,First Owner,Petrol,5,Hatchback,Kolkata,18.9,9,2.08,Maruti,Wagon
1199.0,Third Party insurance,Manual,29558.0,First Owner,Petrol,5,Hatchback,Kolkata,19.01,9,4.32,Tata,Tiago
999.0,Comprehensive,Manual,9221.0,First Owner,Petrol,5,Hatchback,Kolkata,21.74,9,4.3,Renault,KWID
1197.0,Comprehensive,Manual,34271.0,Second Owner,Petrol,5,Hatchback,Kolkata,20.89,9,4.13,Maruti,Ignis
1199.0,Third Party insurance,Manual,42325.0,First Owner,Petrol,5,Sedan,Kolkata,19.28,9,5.49,Tata,Tigor
814.0,Comprehensive,Manual,44895.0,First Owner,Petrol,5,Hatchback,Kolkata,21.1,9,2.73,Hyundai,EON
1364.0,Third Party insurance,Manual,70947.0,Third Owner,Diesel,5,Sedan,Kolkata,21.43,9,2.64,Toyota,Corolla
1199.0,Comprehensive,Manual,7281.0,Second Owner,Petrol,5,SUV,Kolkata,17.5,9,6.9,Honda,WR-V
1451.0,Third Party insurance,Automatic,60000.0,First Owner,Petrol,5,SUV,Kolkata,13.96,5,14.0,MG,Hector
1248.0,Third Party insurance,Manual,80000.0,First Owner,Diesel,5,Sedan,Kolkata,26.21,10,4.75,Maruti,Ciaz
1582.0,Third Party insurance,Automatic,60000.0,Third Owner,Diesel,5,Sedan,Kolkata,18.23,8,8.0,Hyundai,Elantra
1061.0,Third Party insurance,Manual,70000.0,Second Owner,Petrol,5,Hatchback,Kolkata,19.5,15,1.2,Maruti,Estilo
2179.0,Third Party insurance,Manual,80000.0,First Owner,Diesel,7,SUV,Kolkata,15.1,6,13.5,Mahindra,XUV500
1196.0,Third Party insurance,Manual,50000.0,First Owner,Petrol,5,Sedan,Kolkata,18.16,9,3.0,Ford,Aspire
1197.0,Third Party insurance,Manual,10000.0,First Owner,Petrol,5,Hatchback,Kolkata,20.7,4,6.8,Hyundai,Grand
1999.0,Third Party insurance,Automatic,30000.0,First Owner,Petrol,5,Sedan,Kolkata,14.62,7,15.0,Hyundai,Elantra
1086.0,Third Party insurance,Manual,59005.0,First Owner,Petrol,5,Hatchback,Kolkata,17.92,9,1.85,Hyundai,Santro
1499.0,Comprehensive,Manual,39530.0,First Owner,Petrol,5,SUV,Kolkata,15.85,9,5.42,Ford,Ecosport
1197.0,Comprehensive,Automatic,17776.0,Second Owner,Petrol,5,Hatchback,Kolkata,20.89,9,6.36,Maruti,Ignis
1462.0,Comprehensive,Manual,26554.0,First Owner,Petrol,5,Sedan,Kolkata,21.56,9,6.35,Maruti,Ciaz
1197.0,Comprehensive,Manual,73781.0,First Owner,Petrol,5,Sedan,Kolkata,19.1,9,3.0,Hyundai,Xcent
1197.0,Third Party insurance,Manual,29680.0,First Owner,Petrol,5,Sedan,Kolkata,21.21,9,5.25,Maruti,Swift
998.0,Comprehensive,Manual,19907.0,First Owner,CNG,5,Hatchback,Kolkata,35.6,9,6.36,Maruti,Celerio
1197.0,Comprehensive,Manual,45550.0,Second Owner,Petrol,5,Hatchback,Kolkata,18.5,9,2.73,Maruti,Ritz
1199.0,Third Party insurance,Manual,15874.0,First Owner,Petrol,5,Hatchback,Kolkata,19.01,9,4.75,Tata,Tiago
1497.0,Third Party insurance,Automatic,44264.0,Second Owner,Petrol,5,Sedan,Kolkata,18.0,9,4.6,Honda,City
1197.0,Third Party insurance,Manual,44258.0,Third Owner,Petrol,5,Hatchback,Kolkata,18.6,9,3.63,Hyundai,i20
1497.0,Third Party insurance,Automatic,10000.0,First Owner,Petrol,5,Sedan,Kolkata,17.4,5,12.5,Honda,City
1199.0,Third Party insurance,Automatic,60000.0,First Owner,Petrol,5,SUV,Kolkata,16.35,4,9.0,Tata,Nexon
814.0,Third Party insurance,Manual,30000.0,First Owner,Petrol,5,Hatchback,Kolkata,21.1,11,2.25,Hyundai,EON
998.0,Third Party insurance,Manual,70000.0,Second Owner,Petrol,5,Hatchback,Kolkata,19.0,15,1.2,Maruti,Zen
1199.0,Third Party insurance,Manual,90000.0,Second Owner,Petrol,5,Hatchback,Kolkata,16.2,10,3.0,Volkswagen,Polo
1373.0,Third Party insurance,Manual,90000.0,Second Owner,Petrol,7,MUV,Kolkata,16.02,13,3.5,Maruti,Ertiga
1498.0,Third Party insurance,Automatic,10000.0,First Owner,Petrol,5,Sedan,Kolkata,18.3,4,12.2,Honda,City
1197.0,Comprehensive,Manual,37165.0,First Owner,Petrol,5,Hatchback,Kolkata,18.9,9,3.6,Hyundai,Grand
998.0,Comprehensive,Manual,29230.0,First Owner,Petrol,5,Hatchback,Kolkata,20.51,9,3.28,Maruti,Wagon
1086.0,Third Party insurance,Automatic,26873.0,First Owner,Petrol,5,Hatchback,Kolkata,20.3,9,5.38,Hyundai,Santro
1497.0,Third Party insurance,Manual,31577.0,First Owner,Petrol,5,Sedan,Kolkata,17.7,9,9.88,Hyundai,Verna
1197.0,Third Party insurance,Manual,22343.0,First Owner,Petrol,5,Hatchback,Kolkata,21.4,9,5.49,Maruti,Baleno
1497.0,Third Party insurance,Manual,64787.0,Second Owner,Petrol,5,Sedan,Kolkata,17.4,9,3.99,Honda,City
1498.0,Third Party insurance,Manual,77563.0,Second Owner,Diesel,5,SUV,Kolkata,23.0,9,7.06,Ford,Ecosport
998.0,Comprehensive,Manual,51666.0,First Owner,Petrol,5,Hatchback,Kolkata,20.51,9,2.75,Maruti,Wagon
1197.0,Third Party insurance,Manual,100831.0,First Owner,Petrol,5,Sedan,Kolkata,19.1,9,3.09,Hyundai,Xcent
1197.0,Comprehensive,Manual,99624.0,First Owner,Petrol,5,Hatchback,Kolkata,22.38,9,2.77,Maruti,Swift
1396.0,Comprehensive,Manual,48752.0,Second Owner,Diesel,5,SUV,Kolkata,22.1,9,6.25,Hyundai,Creta
1197.0,Third Party insurance,Manual,37647.0,First Owner,Petrol,5,Hatchback,Kolkata,20.36,9,2.06,Hyundai,i10
1582.0,Third Party insurance,Automatic,60000.0,Second Owner,Diesel,5,SUV,Kolkata,17.6,7,8.5,Hyundai,Creta
1197.0,Third Party insurance,Manual,40000.0,First Owner,Petrol,5,Hatchback,Kolkata,20.36,13,2.8,Hyundai,i10
1956.0,Third Party insurance,Manual,10000.0,First Owner,Diesel,5,SUV,Kolkata,17.1,4,25.5,Jeep,Compass
1197.0,Third Party insurance,Manual,60000.0,First Owner,Petrol,5,Sedan,Kolkata,19.1,10,4.0,Hyundai,Xcent
1199.0,Third Party insurance,Manual,20000.0,First Owner,Petrol,5,Hatchback,Kolkata,20.09,5,4.37,Tata,Tiago
1061.0,Third Party insurance,Manual,50000.0,Second Owner,Petrol,5,Hatchback,Kolkata,18.9,16,1.25,Maruti,Wagon
1198.0,Third Party insurance,Manual,40000.0,First Owner,Petrol,5,SUV,Kolkata,17.0,7,5.75,Tata,Nexon
1197.0,Third Party insurance,Manual,40000.0,First Owner,Petrol,5,Hatchback,Kolkata,21.21,10,4.3,Maruti,Swift
1197.0,Comprehensive,Manual,4722.0,First Owner,Petrol,5,Hatchback,Kolkata,18.6,9,6.15,Hyundai,i20
998.0,Comprehensive,Manual,123683.0,Second Owner,Petrol,5,Hatchback,Kolkata,21.63,9,3.53,Maruti,Celerio
1396.0,Comprehensive,Manual,88520.0,First Owner,Diesel,5,SUV,Kolkata,21.38,9,6.24,Hyundai,Creta
1197.0,Third Party insurance,Manual,65856.0,Second Owner,Petrol,5,Hatchback,Kolkata,17.0,9,2.1,Hyundai,i20
998.0,Comprehensive,Manual,38420.0,First Owner,Petrol,5,Hatchback,Kolkata,24.39,9,1.78,Maruti,Alto
999.0,Comprehensive,Automatic,25986.0,First Owner,Petrol,7,MUV,Kolkata,18.2,9,6.17,Renault,Triber
1497.0,Comprehensive,Manual,21628.0,First Owner,Petrol,5,Sedan,Kolkata,17.4,9,7.44,Honda,City
1248.0,Comprehensive,Manual,82948.0,First Owner,Diesel,5,Sedan,Kolkata,28.09,9,5.2,Maruti,Ciaz
1199.0,Third Party insurance,Manual,69925.0,First Owner,Petrol,5,Sedan,Kolkata,19.28,9,5.25,Tata,Tigor
1197.0,Comprehensive,Manual,84989.0,Second Owner,Petrol,5,Sedan,Kolkata,22.41,9,3.34,Maruti,Swift
998.0,Comprehensive,Automatic,29714.0,First Owner,Petrol,5,SUV,Kolkata,18.15,9,8.88,Hyundai,Venue
998.0,Comprehensive,Manual,72017.0,Second Owner,Petrol,5,Hatchback,Kolkata,20.51,9,2.81,Maruti,Wagon
998.0,Third Party insurance,Manual,30000.0,Second Owner,Petrol,5,Hatchback,Kolkata,23.95,8,2.8,Maruti,Alto
1248.0,Third Party insurance,Manual,50000.0,First Owner,Diesel,7,MUV,Kolkata,24.52,8,7.5,Maruti,Ertiga
1197.0,Third Party insurance,Manual,80000.0,Second Owner,Petrol,5,Hatchback,Kolkata,18.6,8,5.6,Hyundai,i20
1498.0,Third Party insurance,Manual,150000.0,First Owner,Diesel,5,SUV,Kolkata,22.7,10,4.0,Ford,Ecosport
1373.0,Third Party insurance,Automatic,50000.0,First Owner,Petrol,7,MUV,Kolkata,17.03,7,8.75,Maruti,Ertiga
1591.0,Third Party insurance,Manual,70000.0,Second Owner,Petrol,5,Sedan,Kolkata,17.01,14,2.5,Hyundai,Verna
1497.0,Third Party insurance,Manual,50000.0,Third Owner,Petrol,5,Sedan,Kolkata,17.0,15,2.7,Honda,City
1086.0,Third Party insurance,Manual,50000.0,Second Owner,Petrol,5,Hatchback,Kolkata,18.929993251754546,15,1.4,Hyundai,Santro
1198.0,Comprehensive,Manual,25138.0,First Owner,Petrol,5,Hatchback,Kolkata,19.69,9,2.89,Nissan,Micra
1197.0,Comprehensive,Manual,97838.0,First Owner,Petrol,5,Hatchback,Kolkata,21.4,9,4.65,Maruti,Baleno
796.0,Third Party insurance,Manual,28518.0,First Owner,Petrol,5,Hatchback,Kolkata,22.05,9,2.29,Maruti,Alto
1086.0,Third Party insurance,Manual,39037.0,First Owner,Petrol,5,Hatchback,Kolkata,19.81,9,2.64,Hyundai,i10
1497.0,Comprehensive,Automatic,53505.0,First Owner,Petrol,5,SUV,Kolkata,14.8,9,7.31,Ford,Ecosport
1197.0,Third Party insurance,Manual,55648.0,First Owner,Petrol,5,Hatchback,Kolkata,17.19,9,4.47,Hyundai,i20
1197.0,Comprehensive,Manual,46592.0,Second Owner,Petrol,5,Hatchback,Kolkata,18.5,9,2.06,Hyundai,i20
1197.0,Third Party insurance,Manual,68768.0,First Owner,Petrol,5,Hatchback,Kolkata,21.4,9,5.85,Maruti,Baleno
1462.0,Third Party insurance,Manual,52966.0,Second Owner,Petrol,5,Sedan,Kolkata,21.56,9,5.51,Maruti,Ciaz
1199.0,Third Party insurance,Manual,54018.0,First Owner,Petrol,5,SUV,Kolkata,17.5,9,5.1,Honda,WR-V
1197.0,Comprehensive,Manual,35872.0,First Owner,Petrol,5,Sedan,Kolkata,22.41,9,3.23,Maruti,Swift
1197.0,Third Party insurance,Manual,50000.0,Second Owner,Petrol,5,Hatchback,Kolkata,20.36,15,1.7,Hyundai,i10
2494.0,Third Party insurance,Automatic,60000.0,Third Owner,Petrol,5,Sedan,Kolkata,19.16,11,10.0,Toyota,Camry
796.0,Third Party insurance,Manual,40000.0,First Owner,Petrol,5,Hatchback,Kolkata,22.74,10,3.0,Maruti,Alto
995.0,Third Party insurance,Manual,20000.0,First Owner,Petrol,5,Hatchback,Kolkata,16.2,13,2.1,Chevrolet,Spark
796.0,Third Party insurance,Manual,30000.0,First Owner,Petrol,5,Hatchback,Kolkata,22.05,6,3.3,Maruti,Alto
1497.0,Third Party insurance,Manual,50000.0,Second Owner,Petrol,5,Sedan,Kolkata,17.4,11,4.39,Honda,City
1497.0,Third Party insurance,Manual,50000.0,Second Owner,Petrol,5,Sedan,Kolkata,17.4,11,4.39,Honda,City
796.0,Third Party insurance,Manual,40463.0,First Owner,Petrol,5,Hatchback,Kolkata,22.05,9,2.25,Maruti,Alto
1497.0,Third Party insurance,Manual,44199.0,First Owner,Petrol,5,Sedan,Kolkata,17.4,9,6.93,Honda,City
1198.0,Comprehensive,Manual,36920.0,Third Owner,Petrol,5,Hatchback,Kolkata,19.4,9,2.55,Honda,Brio
1497.0,Comprehensive,Manual,71552.0,First Owner,Petrol,5,Sedan,Kolkata,17.4,9,4.17,Honda,City
1197.0,Third Party insurance,Manual,25113.0,First Owner,Petrol,5,Sedan,Kolkata,22.41,9,3.22,Maruti,Swift
1591.0,Third Party insurance,Manual,53487.0,Second Owner,Petrol,5,Sedan,Kolkata,17.01,9,4.4,Hyundai,Verna
998.0,Third Party insurance,Automatic,3083.0,First Owner,Petrol,5,Hatchback,Kolkata,26.0,9,6.54,Maruti,Celerio
1197.0,Third Party insurance,Manual,29498.0,First Owner,Petrol,5,Hatchback,Kolkata,18.6,9,3.92,Hyundai,i20
1497.0,Comprehensive,Automatic,66098.0,First Owner,Petrol,5,Sedan,Kolkata,15.6,9,2.84,Honda,City
1197.0,Third Party insurance,Manual,40535.0,First Owner,Petrol,5,Hatchback,Kolkata,22.38,9,5.42,Maruti,Swift
1197.0,Third Party insurance,Manual,71156.0,Second Owner,Petrol,5,Hatchback,Kolkata,22.38,9,1.69,Maruti,Swift
1496.0,Third Party insurance,Manual,80000.0,Third Owner,Petrol,5,Sedan,Kolkata,17.6,13,2.25,Toyota,Etios
1198.0,Third Party insurance,Manual,20000.0,First Owner,Petrol,6,SUV,Kolkata,18.15,9,4.0,Mahindra,KUV
1799.0,Third Party insurance,Automatic,60000.0,Third Owner,Petrol,5,Sedan,Kolkata,12.9,17,1.5,Honda,Civic
1591.0,Third Party insurance,Manual,50000.0,First Owner,Petrol,5,Sedan,Kolkata,17.0,7,8.8,Hyundai,Verna
1591.0,Third Party insurance,Manual,50000.0,First Owner,Petrol,5,Sedan,Kolkata,17.0,7,8.6,Hyundai,Verna
1061.0,Third Party insurance,Manual,20000.0,First Owner,Petrol,5,Hatchback,Kolkata,18.9,4,3.0,Maruti,Alto
1197.0,Third Party insurance,Manual,80000.0,Fourth Owner,Petrol,5,Hatchback,Kolkata,16.1,15,1.65,Maruti,Swift
1197.0,Third Party insurance,Manual,80000.0,Fourth Owner,Petrol,5,Hatchback,Kolkata,16.1,15,1.65,Maruti,Swift
1197.0,Comprehensive,Manual,41152.0,First Owner,Petrol,5,Hatchback,Kolkata,17.0,9,2.41,Hyundai,i20
1197.0,Comprehensive,Manual,14263.0,Second Owner,Petrol,5,Hatchback,Kolkata,18.9,9,3.61,Hyundai,Grand
1582.0,Third Party insurance,Manual,79399.0,Second Owner,Diesel,5,Sedan,Kolkata,22.0,9,7.11,Hyundai,Verna
1197.0,Comprehensive,Manual,34424.0,First Owner,Petrol,5,Sedan,Kolkata,21.21,9,5.41,Maruti,Swift
1198.0,Third Party insurance,Manual,17310.0,First Owner,Petrol,5,SUV,Kolkata,17.0,9,8.1,Tata,Nexon
1199.0,Third Party insurance,Manual,82286.0,First Owner,Petrol,5,Hatchback,Kolkata,18.7,9,3.99,Honda,Jazz
999.0,Third Party insurance,Manual,17436.0,First Owner,Petrol,5,Hatchback,Kolkata,17.74,9,5.89,Volkswagen,Polo
1598.0,Third Party insurance,Manual,91618.0,Second Owner,Petrol,5,Sedan,Kolkata,15.0,9,3.56,Skoda,Rapid
1197.0,Comprehensive,Manual,37196.0,First Owner,Petrol,5,Hatchback,Kolkata,22.38,9,4.36,Maruti,Swift
1497.0,Comprehensive,Automatic,57167.0,Second Owner,Petrol,5,SUV,Kolkata,14.8,9,7.75,Ford,Ecosport
1497.0,Third Party insurance,Automatic,73072.0,First Owner,Diesel,5,SUV,Kolkata,22.07,9,9.63,Tata,Nexon
998.0,Comprehensive,Manual,76800.0,First Owner,Petrol,5,Hatchback,Kolkata,20.51,9,2.67,Maruti,Wagon
1198.0,Third Party insurance,Manual,20000.0,First Owner,Petrol,6,SUV,Kolkata,18.15,9,4.0,Mahindra,KUV
1197.0,Third Party insurance,Automatic,10000.0,First Owner,Petrol,5,Sedan,Kolkata,20.1,3,7.25,Hyundai,Aura
2179.0,Third Party insurance,Manual,70000.0,First Owner,Diesel,7,SUV,Kolkata,15.1,7,12.5,Mahindra,XUV500
1197.0,Third Party insurance,Manual,20000.0,First Owner,Petrol,5,Sedan,Kolkata,20.5,5,6.91,Hyundai,Aura
1451.0,Third Party insurance,Automatic,20000.0,First Owner,Petrol,5,SUV,Kolkata,18.929993251754546,4,17.5,MG,Hector
1995.0,Third Party insurance,Automatic,20000.0,Third Owner,Petrol,5,Sedan,Kolkata,12.05,15,4.0,BMW,3
1248.0,Third Party insurance,Manual,60000.0,Second Owner,Diesel,5,Hatchback,Kolkata,18.4,14,1.4,Tata,Indica
1196.0,Third Party insurance,Manual,20000.0,First Owner,Petrol,7,Minivans,Kolkata,16.11,4,4.2,Maruti,Eeco
998.0,Comprehensive,Manual,24147.0,First Owner,Petrol,5,Hatchback,Kolkata,21.79,9,4.56,Maruti,Wagon
1582.0,Third Party insurance,Manual,46892.0,Second Owner,Diesel,5,Sedan,Kolkata,23.9,9,5.0,Hyundai,Verna
999.0,Third Party insurance,Manual,31356.0,Second Owner,Petrol,5,Hatchback,Kolkata,22.5,9,2.46,Datsun,RediGO
1368.0,Comprehensive,Manual,32092.0,First Owner,Petrol,5,Sedan,Kolkata,19.1,9,7.76,Hyundai,Verna
1497.0,Comprehensive,Manual,27702.0,Second Owner,Petrol,5,Sedan,Kolkata,16.8,9,3.27,Honda,City
998.0,Third Party insurance,Manual,43902.0,Second Owner,Petrol,5,Hatchback,Kolkata,18.9,9,2.33,Maruti,Wagon
1120.0,Third Party insurance,Manual,102967.0,Third Owner,Diesel,5,Sedan,Kolkata,24.4,9,2.73,Hyundai,Xcent
1197.0,Comprehensive,Manual,58496.0,Second Owner,Petrol,5,Hatchback,Kolkata,17.0,9,2.34,Hyundai,i20
1197.0,Third Party insurance,Manual,79783.0,Second Owner,Petrol,5,Hatchback,Kolkata,18.9,9,3.91,Hyundai,Grand
1197.0,Comprehensive,Manual,77042.0,First Owner,Petrol,5,Hatchback,Kolkata,22.38,9,4.73,Maruti,Swift
1462.0,Comprehensive,Manual,25535.0,First Owner,Petrol,5,SUV,Kolkata,17.03,9,9.19,Toyota,Urban
998.0,Third Party insurance,Manual,20897.0,Second Owner,Petrol,5,SUV,Kolkata,18.2,9,9.75,Kia,Sonet
1193.0,Third Party insurance,Manual,30000.0,First Owner,Petrol,5,Sedan,Kolkata,17.57,10,3.25,Tata,Zest
1497.0,Third Party insurance,Automatic,30000.0,Second Owner,Petrol,5,Sedan,Kolkata,17.4,5,8.5,Honda,City
999.0,Third Party insurance,Manual,10000.0,First Owner,Petrol,5,Hatchback,Kolkata,21.7,5,3.54,Datsun,RediGO
998.0,Third Party insurance,Manual,10000.0,First Owner,Petrol,5,Hatchback,Kolkata,20.51,7,4.5,Maruti,Wagon
1197.0,Third Party insurance,Manual,20000.0,Second Owner,Petrol,5,Hatchback,Kolkata,18.9,12,1.9,Hyundai,Grand
1199.0,Third Party insurance,Manual,50000.0,First Owner,Petrol,5,SUV,Kolkata,17.5,8,6.0,Honda,WR-V
1086.0,Third Party insurance,Manual,50000.0,First Owner,Petrol,5,Hatchback,Kolkata,19.81,17,1.3,Hyundai,i10
1196.0,Third Party insurance,Manual,50000.0,Third Owner,Petrol,7,Minivans,Kolkata,15.37,15,1.75,Maruti,Eeco
998.0,Comprehensive,Manual,71593.0,First Owner,Petrol,5,Hatchback,Kolkata,20.51,9,2.8,Maruti,Wagon
1498.0,Zero Dep,Automatic,37243.0,First Owner,Diesel,5,Sedan,Kolkata,21.72,9,8.38,Skoda,Rapid
1497.0,Comprehensive,Manual,118569.0,Second Owner,Petrol,5,Sedan,Kolkata,17.8,9,4.84,Honda,City
1198.0,Third Party insurance,Manual,68832.0,Second Owner,Petrol,5,Hatchback,Kolkata,18.15,9,4.36,Mahindra,KUV
