engine_capacity,insurance,transmission_type,kms_driven,owner_type,fuel_type,seats,body_type,city,mileage_numeric,car_age,price_in_lakhs,brand,model
2179.0,Third Party insurance,Manual,120000.0,First Owner,Diesel,8,SUV,Hyderabad,10.5,9,2.9,Mahindra,Scorpio
1399.0,Third Party insurance,Manual,90000.0,First Owner,Diesel,5,Hatchback,Hyderabad,20.0,9,2.99,Ford,Figo
1985.0,Third Party insurance,Automatic,85000.0,First Owner,Diesel,5,Sedan,Hyderabad,18.5,9,7.99,Volvo,S60
1086.0,Third Party insurance,Manual,35000.0,First Owner,Petrol,5,Hatchback,Hyderabad,19.81,9,3.1,Hyundai,i10
1197.0,Third Party insurance,Manual,67000.0,First Owner,Petrol,5,Hatchback,Hyderabad,20.36,9,3.25,Hyundai,i10
1086.0,Third Party insurance,Manual,113000.0,First Owner,Petrol,5,Hatchback,Hyderabad,19.81,9,2.5,Hyundai,i10
1198.0,Third Party insurance,Manual,35000.0,First Owner,Petrol,5,Sedan,Hyderabad,17.8,9,6.5,Honda,Amaze
1248.0,Third Party insurance,Manual,55000.0,First Owner,Diesel,7,MUV,Hyderabad,18.2,9,5.25,Chevrolet,Enjoy
1086.0,Third Party insurance,Manual,73000.0,First Owner,Petrol,5,Hatchback,Hyderabad,17.92,9,2.65,Hyundai,Santro
999.0,Third Party insurance,Manual,47000.0,First Owner,Petrol,5,Hatchback,Hyderabad,21.46,9,5.15,Renault,KWID
2996.0,Third Party insurance,Automatic,70000.0,First Owner,Petrol,5,SUV,Hyderabad,8.9,9,69.5,GLE,43
2446.0,Third Party insurance,Manual,260000.0,First Owner,Diesel,8,SUV,Hyderabad,19.468419076229818,9,4.35,Toyota,Qualis
1991.0,Third Party insurance,Manual,95000.0,First Owner,Diesel,5,Sedan,Hyderabad,18.3,9,4.65,Chevrolet,Cruze
1995.0,Third Party insurance,Automatic,102000.0,First Owner,Diesel,5,SUV,Hyderabad,17.05,9,10.99,BMW,X1
1399.0,Third Party insurance,Manual,51000.0,First Owner,Diesel,5,Hatchback,Hyderabad,20.0,9,2.99,Ford,Figo
1896.0,Third Party insurance,Automatic,92000.0,First Owner,Diesel,5,Sedan,Hyderabad,17.0,9,4.25,Skoda,Laura
1396.0,Third Party insurance,Manual,76000.0,First Owner,Petrol,5,Sedan,Hyderabad,17.43,9,4.75,Hyundai,Verna
1396.0,Third Party insurance,Manual,72000.0,First Owner,Diesel,5,Hatchback,Hyderabad,22.54,9,7.25,Hyundai,i20
1968.0,Third Party insurance,Automatic,45000.0,First Owner,Diesel,5,Sedan,Hyderabad,18.53,9,26.5,Audi,A6
1956.0,Third Party insurance,Manual,23000.0,First Owner,Diesel,5,SUV,Hyderabad,16.35,9,20.15,Tata,Harrier
1497.0,Third Party insurance,Manual,78000.0,First Owner,Petrol,5,Sedan,Hyderabad,16.8,9,3.85,Honda,City
1368.0,Third Party insurance,Automatic,63000.0,First Owner,Petrol,5,SUV,Hyderabad,16.0,9,19.75,Jeep,Compass
998.0,Third Party insurance,Automatic,70000.0,First Owner,Petrol,5,Hatchback,Hyderabad,20.51,9,4.6,Maruti,Wagon
1582.0,Third Party insurance,Automatic,70000.0,First Owner,Diesel,5,SUV,Hyderabad,17.01,9,12.99,Hyundai,Creta
1498.0,Third Party insurance,Manual,77000.0,First Owner,Diesel,5,Sedan,Hyderabad,26.0,9,5.95,Honda,City
1198.0,Third Party insurance,Manual,61000.0,First Owner,Petrol,5,Hatchback,Hyderabad,20.63,9,2.99,Datsun,GO
1591.0,Third Party insurance,Manual,55000.0,First Owner,Petrol,5,Sedan,Hyderabad,17.01,9,7.95,Hyundai,Verna
1493.0,Third Party insurance,Manual,40000.0,First Owner,Diesel,5,SUV,Hyderabad,19.468419076229818,9,14.25,Kia,Sonet
2982.0,Third Party insurance,Manual,122000.0,First Owner,Diesel,7,SUV,Hyderabad,11.5,9,11.99,Toyota,Fortuner
799.0,Third Party insurance,Manual,49722.0,First Owner,Petrol,5,Hatchback,Hyderabad,22.7,9,2.1,Datsun,RediGO
799.0,Third Party insurance,Manual,23110.0,First Owner,Petrol,5,Hatchback,Hyderabad,22.7,9,3.5,Datsun,RediGO
999.0,Third Party insurance,Manual,31846.0,First Owner,Petrol,5,Hatchback,Hyderabad,23.01,9,3.85,Renault,KWID
0.0,Third Party insurance,Automatic,43064.0,First Owner,Electric,5,Hatchback,Hyderabad,120.0,9,3.35,Mahindra,e2o
1248.0,Third Party insurance,Manual,62535.0,First Owner,Diesel,5,Hatchback,Hyderabad,27.39,9,6.6,Maruti,Baleno
1591.0,Third Party insurance,Automatic,57600.0,First Owner,Petrol,5,Sedan,Hyderabad,17.0,9,10.8,Hyundai,Verna
1498.0,Third Party insurance,Manual,35548.0,First Owner,Diesel,5,Sedan,Hyderabad,25.8,9,8.35,Honda,Amaze
1498.0,Third Party insurance,Manual,85838.0,First Owner,Diesel,5,SUV,Hyderabad,22.7,9,6.62,Ford,Ecosport
1996.0,Third Party insurance,Automatic,44989.0,First Owner,Diesel,7,SUV,Hyderabad,12.4,9,39.0,Ford,Endeavour
1497.0,Third Party insurance,Manual,76355.0,First Owner,Petrol,5,Sedan,Hyderabad,17.4,9,8.9,Honda,City
2148.0,Third Party insurance,Manual,151901.0,First Owner,Diesel,5,Sedan,Hyderabad,15.8,9,28.5,,
1248.0,Third Party insurance,Manual,72632.0,First Owner,Diesel,5,Hatchback,Hyderabad,20.3,9,4.65,Fiat,Punto
2835.0,Third Party insurance,Manual,90096.0,First Owner,Diesel,6,SUV,Hyderabad,9.5,9,7.5,Mitsubishi,Pajero
1197.0,Third Party insurance,Manual,69552.0,First Owner,Petrol,5,Hatchback,Hyderabad,18.6,9,6.45,Hyundai,i20
2494.0,Third Party insurance,Manual,184720.0,First Owner,Diesel,8,MUV,Hyderabad,12.99,9,8.9,Toyota,Innova
1582.0,Third Party insurance,Manual,84910.0,First Owner,Diesel,5,SUV,Hyderabad,19.67,9,11.25,Hyundai,Creta
1497.0,Third Party insurance,Manual,49084.0,First Owner,Petrol,5,Sedan,Hyderabad,17.8,9,6.95,Honda,City
1248.0,Third Party insurance,Manual,80297.0,First Owner,Diesel,5,SUV,Hyderabad,23.65,9,6.9,Maruti,SX4
1197.0,Third Party insurance,Manual,76000.0,First Owner,Petrol,5,Hatchback,Hyderabad,18.6,9,3.45,Maruti,Swift
999.0,Third Party insurance,Manual,8368.0,First Owner,Petrol,7,MUV,Hyderabad,20.0,9,8.0,Renault,Triber
2143.0,Third Party insurance,Automatic,61000.0,First Owner,Diesel,5,Sedan,Hyderabad,13.0,9,26.5,CDI,Avantgrade
2143.0,Third Party insurance,Automatic,92721.0,First Owner,Diesel,5,Sedan,Hyderabad,14.84,9,9.9,CDI,AT
1497.0,Comprehensive,Manual,22500.0,First Owner,Petrol,5,Sedan,Hyderabad,17.4,9,11.75,Honda,City
1968.0,Comprehensive,Automatic,136700.0,First Owner,Diesel,5,Sedan,Hyderabad,17.0,9,4.95,Skoda,Laura
1997.0,Comprehensive,Automatic,30465.0,First Owner,Diesel,5,SUV,Hyderabad,18.6,9,32.0,Citroen,C5
1995.0,Third Party insurance,Automatic,90000.0,First Owner,Diesel,5,Sedan,Hyderabad,18.88,9,12.5,BMW,3
2198.0,Third Party insurance,Automatic,101000.0,First Owner,Diesel,7,SUV,Hyderabad,12.62,9,23.95,Ford,Endeavour
1991.0,Third Party insurance,Automatic,24500.0,First Owner,Petrol,5,SUV,Hyderabad,12.74,9,62.0,GLC,200
2987.0,Third Party insurance,Automatic,24500.0,First Owner,Diesel,7,SUV,Hyderabad,11.0,9,89.99,GLS,350d
1969.0,Third Party insurance,Automatic,81000.0,First Owner,Diesel,5,Hatchback,Hyderabad,16.8,9,16.99,Volvo,V40
1498.0,Comprehensive,Manual,33100.0,First Owner,Diesel,5,Sedan,Hyderabad,25.8,9,7.5,Honda,Amaze
2179.0,Comprehensive,Automatic,68600.0,First Owner,Diesel,5,SUV,Hyderabad,12.83,9,29.0,Land,Rover
1496.0,Third Party insurance,Automatic,18000.0,First Owner,Petrol,5,Sedan,Hyderabad,17.8,9,9.0,Toyota,Yaris
998.0,Comprehensive,Automatic,4600.0,First Owner,Petrol,5,Hatchback,Hyderabad,25.3,9,6.25,Maruti,S-Presso
2179.0,Third Party insurance,Manual,95600.0,First Owner,Diesel,7,MUV,Hyderabad,17.6,9,10.5,Tata,Hexa
1298.0,Third Party insurance,Manual,15600.0,Third Owner,Petrol,8,SUV,Hyderabad,11.96,9,5.75,Maruti,Gypsy
1197.0,Comprehensive,Manual,38300.0,First Owner,Petrol,5,Hatchback,Hyderabad,18.6,9,7.25,Hyundai,i20
999.0,Third Party insurance,Automatic,28000.0,First Owner,Petrol,5,SUV,Hyderabad,17.4,9,9.95,Nissan,Magnite
1330.0,Comprehensive,Manual,31500.0,Second Owner,Petrol,5,SUV,Hyderabad,14.23,9,11.99,Nissan,Kicks
1197.0,Third Party insurance,Manual,62500.0,First Owner,Petrol,5,Hatchback,Hyderabad,21.01,9,7.49,Maruti,Baleno
1194.0,Zero Dep,Manual,45600.0,First Owner,Petrol,5,Hatchback,Hyderabad,19.0,9,5.5,Ford,Freestyle
1956.0,Comprehensive,Automatic,24916.0,First Owner,Diesel,5,SUV,Hyderabad,14.9,9,31.8,Jeep,Compass
1199.0,Comprehensive,Automatic,22125.0,First Owner,Petrol,5,Sedan,Hyderabad,18.3,9,9.4,Honda,Amaze
1995.0,Third Party insurance,Automatic,82000.0,First Owner,Diesel,5,SUV,Hyderabad,17.05,9,12.99,BMW,X1
1999.0,Comprehensive,Automatic,55000.0,First Owner,Diesel,7,SUV,Hyderabad,12.81,9,40.0,Land,Rover
2993.0,Third Party insurance,Automatic,49000.0,First Owner,Diesel,5,Sedan,Hyderabad,14.74,9,21.5,Jaguar,XF
1248.0,Third Party insurance,Manual,37100.0,Second Owner,Diesel,5,Sedan,Hyderabad,28.09,9,9.75,Maruti,Ciaz
1197.0,Zero Dep,Manual,15700.0,First Owner,Petrol,5,Hatchback,Hyderabad,21.01,9,7.49,Maruti,Baleno
1493.0,Third Party insurance,Manual,88000.0,First Owner,Diesel,5,SUV,Hyderabad,20.8,9,13.25,Kia,Seltos
999.0,Third Party insurance,Manual,14000.0,First Owner,Petrol,5,SUV,Hyderabad,20.08,9,16.25,Volkswagen,Taigun
2143.0,Third Party insurance,Automatic,51000.0,First Owner,Diesel,5,Sedan,Hyderabad,14.84,9,13.99,C,220
1353.0,Third Party insurance,Automatic,53000.0,First Owner,Petrol,5,SUV,Hyderabad,16.5,9,15.95,Kia,Seltos
999.0,Third Party insurance,Manual,24000.0,First Owner,Petrol,5,Sedan,Hyderabad,19.4,9,16.25,Volkswagen,Virtus
999.0,Third Party insurance,Manual,34000.0,First Owner,Petrol,5,SUV,Hyderabad,20.08,9,16.99,Volkswagen,Taigun
1985.0,Third Party insurance,Automatic,109000.0,First Owner,Diesel,5,SUV,Hyderabad,14.7,9,10.15,Volvo,XC60
1197.0,Third Party insurance,Automatic,63000.0,First Owner,Petrol,5,Hatchback,Hyderabad,18.9,9,5.99,Hyundai,Grand
2179.0,Third Party insurance,Manual,58000.0,First Owner,Diesel,7,SUV,Hyderabad,15.1,9,15.95,Mahindra,XUV500
1968.0,Third Party insurance,Automatic,140000.0,First Owner,Diesel,5,Sedan,Hyderabad,16.55,9,7.99,Audi,A4
1086.0,Third Party insurance,Manual,54000.0,First Owner,Petrol,5,Hatchback,Hyderabad,18.929993251754546,9,2.25,Hyundai,Santro
1330.0,Third Party insurance,Automatic,36000.0,First Owner,Petrol,5,SUV,Hyderabad,16.42,9,11.5,Renault,Duster
1248.0,Third Party insurance,Manual,45000.0,First Owner,Diesel,5,SUV,Hyderabad,24.3,9,9.75,Maruti,Vitara
1598.0,Third Party insurance,Manual,60000.0,First Owner,Petrol,5,Sedan,Hyderabad,14.3,9,8.5,Skoda,Rapid
2393.0,Third Party insurance,Manual,43000.0,First Owner,Diesel,7,MUV,Hyderabad,13.68,9,21.5,Toyota,Innova
1498.0,Third Party insurance,Automatic,47000.0,First Owner,Petrol,5,SUV,Hyderabad,14.99,9,8.95,Renault,Duster
1198.0,Third Party insurance,Manual,84000.0,First Owner,Petrol,5,Hatchback,Hyderabad,19.4,9,3.7,Honda,Brio
1199.0,Comprehensive,Manual,19100.0,First Owner,Petrol,5,Sedan,Hyderabad,19.5,9,7.5,Honda,Amaze
1497.0,Comprehensive,Automatic,15737.0,First Owner,Petrol,5,Sedan,Hyderabad,17.4,9,14.9,Honda,City
1950.0,Third Party insurance,Automatic,43000.0,First Owner,Diesel,5,Sedan,Hyderabad,16.1,9,48.5,Exclusive,E
1086.0,Third Party insurance,Automatic,56000.0,First Owner,Petrol,5,Hatchback,Hyderabad,20.3,9,4.99,Hyundai,Santro
1582.0,Third Party insurance,Automatic,60000.0,First Owner,Diesel,5,Sedan,Hyderabad,19.08,9,8.5,Hyundai,Verna
796.0,Third Party insurance,Manual,8000.0,First Owner,Petrol,4,Hatchback,Hyderabad,16.1,9,1.5,Maruti,800
1968.0,Third Party insurance,Automatic,42000.0,First Owner,Diesel,5,Sedan,Hyderabad,20.38,9,28.5,Audi,A3
1197.0,Third Party insurance,Automatic,54000.0,First Owner,Petrol,5,Hatchback,Hyderabad,18.9,9,5.75,Hyundai,Grand
1984.0,Third Party insurance,Automatic,103000.0,First Owner,Diesel,5,SUV,Hyderabad,14.7,9,16.25,Volvo,XC60
1368.0,Third Party insurance,Manual,9800.0,First Owner,Petrol,5,SUV,Hyderabad,16.0,9,16.5,Jeep,Compass
1368.0,Third Party insurance,Manual,23000.0,First Owner,Petrol,5,SUV,Hyderabad,16.0,9,16.5,Jeep,Compass
1197.0,Third Party insurance,Manual,35000.0,First Owner,Petrol,5,Hatchback,Hyderabad,18.9,9,5.99,Hyundai,Grand
1197.0,Third Party insurance,Manual,44000.0,First Owner,Petrol,5,Hatchback,Hyderabad,18.5,9,3.4,Maruti,Ritz
1498.0,Third Party insurance,Manual,63000.0,First Owner,Diesel,5,Sedan,Hyderabad,27.4,9,8.75,Honda,Amaze
1984.0,Third Party insurance,Automatic,92000.0,First Owner,Petrol,5,SUV,Hyderabad,9.74,9,11.5,Audi,Q5
1497.0,Third Party insurance,Manual,59000.0,First Owner,Petrol,7,MUV,Hyderabad,17.3,9,5.75,Honda,Mobilio
1248.0,Third Party insurance,Manual,93000.0,First Owner,Diesel,5,Sedan,Hyderabad,22.1,9,3.15,Chevrolet,Sail
1497.0,Third Party insurance,Automatic,60000.0,First Owner,Petrol,5,Sedan,Hyderabad,18.0,9,7.25,Honda,City
2400.0,Third Party insurance,Automatic,80000.0,First Owner,Diesel,5,Sedan,Hyderabad,13.2,9,10.5,Volvo,S60
2993.0,Third Party insurance,Automatic,128000.0,First Owner,Diesel,5,SUV,Hyderabad,14.7,9,37.0,Land,Rover
1451.0,Third Party insurance,Automatic,42000.0,First Owner,Petrol,5,SUV,Hyderabad,13.96,9,16.99,MG,Hector
1794.0,Third Party insurance,Manual,92000.0,First Owner,Petrol,5,Sedan,Hyderabad,13.4,9,3.25,Toyota,Corolla
1968.0,Third Party insurance,Automatic,99000.0,First Owner,Diesel,5,Sedan,Hyderabad,17.11,9,19.99,Audi,A4
1968.0,Third Party insurance,Automatic,83000.0,First Owner,Diesel,5,Sedan,Hyderabad,17.68,9,14.99,Audi,A6
2987.0,Third Party insurance,Automatic,135000.0,First Owner,Diesel,5,SUV,Hyderabad,19.468419076229818,9,17.25,ML,350
1120.0,Third Party insurance,Manual,85000.0,First Owner,Diesel,5,Hatchback,Hyderabad,24.0,9,4.99,Hyundai,Grand
1796.0,Third Party insurance,Manual,92000.0,First Owner,Petrol,5,Sedan,Hyderabad,11.7,9,5.25,C,200
1496.0,Comprehensive,Automatic,15500.0,First Owner,Petrol,5,Sedan,Hyderabad,17.8,9,9.25,Toyota,Yaris
1199.0,Zero Dep,Automatic,63800.0,First Owner,Petrol,5,Sedan,Hyderabad,19.0,9,7.75,Honda,Amaze
999.0,Zero Dep,Manual,38500.0,First Owner,Petrol,5,Sedan,Hyderabad,17.69,9,9.09,Volkswagen,Vento
1199.0,Comprehensive,Manual,108498.0,First Owner,Petrol,5,Hatchback,Hyderabad,23.84,9,3.85,Tata,Tiago
1997.0,Third Party insurance,Automatic,16362.0,First Owner,Petrol,4,SUV,Hyderabad,18.929993251754546,9,16.5,Mahindra,Thar
1196.0,Third Party insurance,Manual,56900.0,First Owner,Petrol,5,Sedan,Hyderabad,18.16,9,4.95,Ford,Aspire
1197.0,Zero Dep,Manual,31400.0,First Owner,Petrol,5,Sedan,Hyderabad,20.5,9,6.95,Hyundai,Aura
1956.0,Third Party insurance,Manual,37821.0,First Owner,Diesel,5,SUV,Hyderabad,16.3,9,30.0,Jeep,Compass
1956.0,Third Party insurance,Manual,24001.0,First Owner,Diesel,5,SUV,Hyderabad,16.3,9,30.0,Jeep,Compass
1999.0,Third Party insurance,Automatic,78866.0,First Owner,Diesel,5,Sedan,Hyderabad,13.6,9,34.0,Jaguar,XE
1997.0,Third Party insurance,Automatic,35314.0,First Owner,Petrol,5,SUV,Hyderabad,15.8,9,86.0,Land,Rover
1598.0,Comprehensive,Manual,76500.0,First Owner,Petrol,5,Sedan,Hyderabad,15.04,9,5.95,Volkswagen,Vento
1498.0,Third Party insurance,Manual,56600.0,Second Owner,Diesel,5,Hatchback,Hyderabad,25.83,9,5.65,Ford,Figo
1496.0,Third Party insurance,Manual,50800.0,Second Owner,Petrol,5,Sedan,Hyderabad,17.1,9,7.95,Toyota,Yaris
1498.0,Third Party insurance,Manual,95700.0,First Owner,Diesel,5,Hatchback,Hyderabad,27.3,9,4.95,Honda,Jazz
1197.0,Third Party insurance,Manual,11500.0,First Owner,Petrol,5,Hatchback,Hyderabad,18.9,9,5.99,Hyundai,Grand
1968.0,Third Party insurance,Automatic,61300.0,First Owner,Diesel,7,SUV,Hyderabad,16.25,9,30.95,Skoda,Kodiaq
1598.0,Third Party insurance,Manual,16049.0,First Owner,Petrol,5,Sedan,Hyderabad,15.04,9,14.85,Volkswagen,Vento
1399.0,Third Party insurance,Manual,53000.0,First Owner,Diesel,5,Sedan,Hyderabad,17.8,9,3.25,Ford,Fiesta
1248.0,Third Party insurance,Manual,108652.0,First Owner,Diesel,5,Hatchback,Hyderabad,28.4,9,4.2,Maruti,Swift
1248.0,Third Party insurance,Manual,83204.0,First Owner,Diesel,5,Sedan,Hyderabad,28.4,9,6.65,Maruti,Swift
1493.0,Comprehensive,Manual,44151.0,First Owner,Diesel,5,SUV,Hyderabad,20.8,9,13.5,Kia,Seltos
1497.0,Comprehensive,Manual,61479.0,First Owner,Diesel,5,SUV,Hyderabad,20.0,9,9.5,Mahindra,XUV300
2393.0,Third Party insurance,Manual,58421.0,First Owner,Diesel,8,MUV,Hyderabad,12.0,9,28.5,Toyota,Innova
1493.0,Third Party insurance,Manual,82213.0,First Owner,Diesel,5,Sedan,Hyderabad,25.0,9,13.0,Hyundai,Verna
1197.0,Third Party insurance,Automatic,64528.0,First Owner,Petrol,5,Hatchback,Hyderabad,16.95,9,3.2,Hyundai,i10
1498.0,Comprehensive,Manual,156126.0,First Owner,Diesel,5,Sedan,Hyderabad,25.01,9,3.0,Ford,Fiesta
1498.0,Comprehensive,Manual,69550.0,First Owner,Diesel,5,SUV,Hyderabad,23.7,9,9.5,Honda,WR-V
1462.0,Comprehensive,Manual,62251.0,First Owner,Petrol,5,SUV,Hyderabad,17.03,9,8.5,Maruti,Vitara
1461.0,Third Party insurance,Automatic,66398.0,First Owner,Diesel,5,SUV,Hyderabad,19.6,9,7.3,Renault,Duster
1598.0,Comprehensive,Automatic,44726.0,First Owner,Petrol,5,Sedan,Hyderabad,14.84,9,7.95,Skoda,Rapid
998.0,Comprehensive,Manual,28391.0,First Owner,Petrol,5,Hatchback,Hyderabad,21.79,9,4.75,Maruti,Wagon
2354.0,Comprehensive,Automatic,98070.0,First Owner,Petrol,5,SUV,Hyderabad,10.1,9,6.0,Honda,CR-V
1493.0,Third Party insurance,Manual,91000.0,First Owner,Diesel,5,SUV,Hyderabad,20.8,9,13.75,Kia,Seltos
1197.0,Third Party insurance,Manual,82000.0,First Owner,Petrol,5,Hatchback,Hyderabad,18.5,9,2.9,Hyundai,i20
999.0,Third Party insurance,Manual,62000.0,First Owner,Petrol,5,Hatchback,Hyderabad,23.01,9,3.3,Renault,KWID
799.0,Third Party insurance,Automatic,24552.0,First Owner,Petrol,5,Hatchback,Hyderabad,25.17,9,4.6,Renault,KWID
1396.0,Third Party insurance,Manual,80759.0,First Owner,Diesel,5,Hatchback,Hyderabad,21.9,9,3.5,Hyundai,i20
1591.0,Third Party insurance,Manual,52000.0,First Owner,Petrol,5,Sedan,Hyderabad,17.0,9,9.8,Hyundai,Verna
2993.0,Third Party insurance,Automatic,68000.0,First Owner,Diesel,5,Sedan,Hyderabad,14.69,9,38.0,BMW,5
0.0,Third Party insurance,Automatic,55000.0,First Owner,Electric,5,SUV,Hyderabad,122.5,9,19.5,MG,ZS
1199.0,Third Party insurance,Automatic,80000.0,First Owner,Petrol,5,Sedan,Hyderabad,18.3,9,5.8,Honda,Amaze
796.0,Third Party insurance,Manual,24000.0,First Owner,Petrol,5,Hatchback,Hyderabad,22.74,9,3.05,Maruti,Alto
1498.0,Third Party insurance,Manual,82000.0,First Owner,Diesel,5,Hatchback,Hyderabad,20.14,9,5.25,Volkswagen,Polo
999.0,Third Party insurance,Manual,53509.0,Second Owner,Petrol,5,Sedan,Hyderabad,18.97,9,9.97,Skoda,Rapid
1462.0,Comprehensive,Manual,59108.0,First Owner,Petrol,6,MUV,Hyderabad,19.01,9,11.0,Maruti,XL6
2179.0,Third Party insurance,Manual,79000.0,First Owner,Diesel,7,SUV,Hyderabad,15.1,9,16.5,Mahindra,XUV500
2179.0,Third Party insurance,Manual,53000.0,First Owner,Diesel,7,SUV,Hyderabad,19.468419076229818,9,13.7,Mahindra,Scorpio
1373.0,Third Party insurance,Manual,57000.0,First Owner,Petrol,7,MUV,Hyderabad,17.5,9,6.75,Maruti,Ertiga
998.0,Third Party insurance,Manual,59000.0,First Owner,Petrol,5,Hatchback,Hyderabad,23.95,9,3.65,Maruti,Alto
1591.0,Third Party insurance,Automatic,43639.0,Second Owner,Petrol,5,SUV,Hyderabad,13.0,9,10.12,Hyundai,Creta
796.0,Third Party insurance,Manual,44694.0,First Owner,Petrol,5,Hatchback,Hyderabad,22.05,9,3.71,Maruti,Alto
1086.0,Third Party insurance,Automatic,18000.0,First Owner,Petrol,5,Hatchback,Hyderabad,20.3,9,5.5,Hyundai,Santro
1582.0,Comprehensive,Automatic,40004.0,First Owner,Diesel,5,Sedan,Hyderabad,18.0,9,9.0,Hyundai,Verna
1197.0,Third Party insurance,Manual,64000.0,First Owner,Petrol,5,Hatchback,Hyderabad,18.5,9,3.85,Hyundai,i20
1497.0,Comprehensive,Manual,66590.0,First Owner,Diesel,8,MUV,Hyderabad,17.3,9,11.0,Mahindra,Marazzo
2993.0,Third Party insurance,Automatic,95000.0,First Owner,Diesel,5,SUV,Hyderabad,11.0,9,8.8,BMW,X5
998.0,Third Party insurance,Manual,19070.0,First Owner,Petrol,5,Hatchback,Hyderabad,20.0,9,9.67,Hyundai,i20
1197.0,Third Party insurance,Manual,38776.0,Second Owner,Petrol,5,Hatchback,Hyderabad,20.7,9,7.58,Hyundai,Grand
1197.0,Comprehensive,Manual,74441.0,Second Owner,Petrol,5,Hatchback,Hyderabad,21.4,9,6.48,Maruti,Baleno
796.0,Third Party insurance,Manual,56041.0,Second Owner,Petrol,5,Hatchback,Hyderabad,22.74,9,2.24,Maruti,Alto
999.0,Third Party insurance,Manual,89956.0,Second Owner,Petrol,5,Hatchback,Hyderabad,17.74,9,5.33,Volkswagen,Polo
796.0,Third Party insurance,Manual,53898.0,First Owner,Petrol,5,Hatchback,Hyderabad,22.05,9,3.38,Maruti,Alto
1198.0,Third Party insurance,Manual,54452.0,Second Owner,Petrol,5,Hatchback,Hyderabad,19.4,9,3.97,Honda,Brio
1199.0,Third Party insurance,Manual,3025.0,First Owner,Petrol,5,Hatchback,Hyderabad,19.33,9,8.07,Tata,Altroz
814.0,Third Party insurance,Manual,71310.0,First Owner,Petrol,5,Hatchback,Hyderabad,21.1,9,2.46,Hyundai,EON
1598.0,Third Party insurance,Manual,65000.0,First Owner,Diesel,5,Sedan,Hyderabad,20.5,9,4.3,Skoda,Rapid
1248.0,Third Party insurance,Manual,57385.0,First Owner,Diesel,5,Hatchback,Hyderabad,23.2,9,3.3,Maruti,Ritz
1248.0,Third Party insurance,Manual,82000.0,First Owner,Diesel,5,Hatchback,Hyderabad,22.9,9,4.2,Maruti,Swift
1248.0,Third Party insurance,Manual,97213.0,First Owner,Diesel,5,Hatchback,Hyderabad,17.8,9,3.1,Maruti,Swift
1582.0,Third Party insurance,Manual,128574.0,First Owner,Diesel,5,SUV,Hyderabad,19.67,9,10.7,Hyundai,Creta
1496.0,Comprehensive,Automatic,19491.0,First Owner,Petrol,5,Sedan,Hyderabad,17.8,9,8.59,Toyota,Yaris
1462.0,Third Party insurance,Manual,42000.0,First Owner,Petrol,7,MUV,Hyderabad,19.01,9,8.25,Maruti,Ertiga
1199.0,Third Party insurance,Manual,95000.0,First Owner,Petrol,5,Hatchback,Hyderabad,23.84,9,4.5,Tata,Tiago
1199.0,Third Party insurance,Manual,14495.0,First Owner,Petrol,5,Hatchback,Hyderabad,19.33,9,7.42,Tata,Altroz
1197.0,Third Party insurance,Manual,29255.0,First Owner,Petrol,5,Hatchback,Hyderabad,21.0,9,9.6,Hyundai,i20
998.0,Third Party insurance,Manual,37600.0,First Owner,Petrol,5,Hatchback,Hyderabad,20.51,9,5.7,Maruti,Wagon
998.0,Third Party insurance,Manual,43300.0,Second Owner,Petrol,5,Hatchback,Hyderabad,24.76,9,4.25,Maruti,S-Presso
1598.0,Third Party insurance,Manual,87000.0,Second Owner,Diesel,5,Sedan,Hyderabad,20.54,9,4.49,Volkswagen,Vento
1995.0,Comprehensive,Automatic,38000.0,First Owner,Diesel,5,Sedan,Hyderabad,22.48,9,39.95,BMW,5
1493.0,Comprehensive,Automatic,45000.0,First Owner,Diesel,5,SUV,Hyderabad,17.8,9,15.5,Kia,Seltos
1368.0,Third Party insurance,Manual,105000.0,Second Owner,Petrol,5,Hatchback,Hyderabad,17.1,9,4.75,Fiat,Abarth
1999.0,Comprehensive,Automatic,51000.0,First Owner,Diesel,5,Sedan,Hyderabad,19.33,9,29.95,Jaguar,XF
998.0,Third Party insurance,Manual,55000.0,First Owner,Petrol,5,Hatchback,Hyderabad,18.9,9,3.75,Maruti,Wagon
1496.0,Comprehensive,Manual,68000.0,First Owner,Petrol,5,Sedan,Hyderabad,17.6,9,4.25,Toyota,Etios
2179.0,Third Party insurance,Manual,93486.0,First Owner,Diesel,7,SUV,Hyderabad,15.1,9,17.5,Mahindra,XUV500
1086.0,Comprehensive,Manual,28000.0,First Owner,Petrol,5,Hatchback,Hyderabad,20.3,9,4.85,Hyundai,Santro
1197.0,Comprehensive,Manual,18500.0,First Owner,Petrol,5,Hatchback,Hyderabad,18.9,9,6.8,Hyundai,Grand
2198.0,Third Party insurance,Automatic,45000.0,First Owner,Diesel,7,SUV,Hyderabad,12.62,9,35.75,Ford,Endeavour
1462.0,Comprehensive,Automatic,19500.0,First Owner,Petrol,5,SUV,Hyderabad,18.76,9,11.75,Toyota,Urban
2184.0,Comprehensive,Automatic,14000.0,First Owner,Diesel,4,SUV,Hyderabad,19.468419076229818,9,16.95,Mahindra,Thar
1493.0,Third Party insurance,Manual,98603.0,First Owner,Diesel,5,SUV,Hyderabad,19.468419076229818,9,17.5,Hyundai,Creta
